NCES LEA ID,State ID,District Name,City,State,Zip Code,Zip +4,"SRSA, Not RLIS eligible",LEA Operational Status,Zip Code Text,,,,,,,,,,,,,,,,,,,,,,,,
0904650,145,UNION SCHOOL DISTRICT,UNION,CT,06076,4922,#REF!,Open,06076,,,,,,,,,,,,,,,,,,,,,,,,
0900025,947,UNIVERSITY OF CONNECTICUT,STORRS,CT,06269,2064,#REF!,Open,06269,,,,,,,,,,,,,,,,,,,,,,,,
0904680,146,VERNON SCHOOL DISTRICT,VERNON,CT,06066,3244,#REF!,Open,06066,,,,,,,,,,,,,,,,,,,,,,,,
0904710,147,VOLUNTOWN SCHOOL DISTRICT,VOLUNTOWN,CT,06384,0129,#REF!,Open,06384,,,,,,,,,,,,,,,,,,,,,,,,
0904740,148,WALLINGFORD SCHOOL DISTRICT,WALLINGFORD,CT,06492,2254,#REF!,Open,06492,,,,,,,,,,,,,,,,,,,,,,,,
0904830,151,WATERBURY SCHOOL DISTRICT,WATERBURY,CT,06702,1972,#REF!,Open,06702,,,,,,,,,,,,,,,,,,,,,,,,
0904860,152,WATERFORD SCHOOL DISTRICT,WATERFORD,CT,06385,2886,#REF!,Open,06385,,,,,,,,,,,,,,,,,,,,,,,,
0904890,153,WATERTOWN SCHOOL DISTRICT,WATERTOWN,CT,06795,2190,#REF!,Open,06795,,,,,,,,,,,,,,,,,,,,,,,,
0904920,155,WEST HARTFORD SCHOOL DISTRICT,WEST HARTFORD,CT,06107,2447,#REF!,Open,06107,,,,,,,,,,,,,,,,,,,,,,,,
0904950,156,WEST HAVEN SCHOOL DISTRICT,WEST HAVEN,CT,06516,1800,#REF!,Open,06516,,,,,,,,,,,,,,,,,,,,,,,,
0904980,154,WESTBROOK SCHOOL DISTRICT,WESTBROOK,CT,06498,1997,#REF!,Open,06498,,,,,,,,,,,,,,,,,,,,,,,,
0905010,157,WESTON SCHOOL DISTRICT,WESTON,CT,06883,1698,#REF!,Open,06883,,,,,,,,,,,,,,,,,,,,,,,,
0905040,158,WESTPORT SCHOOL DISTRICT,WESTPORT,CT,06880,3513,#REF!,Open,06880,,,,,,,,,,,,,,,,,,,,,,,,
0905070,159,WETHERSFIELD SCHOOL DISTRICT,WETHERSFIELD,CT,06109,2798,#REF!,Open,06109,,,,,,,,,,,,,,,,,,,,,,,,
0905100,160,WILLINGTON SCHOOL DISTRICT,WILLINGTON,CT,06279,1700,#REF!,Open,06279,,,,,,,,,,,,,,,,,,,,,,,,
0905130,161,WILTON SCHOOL DISTRICT,WILTON,CT,06897,0277,#REF!,Open,06897,,,,,,,,,,,,,,,,,,,,,,,,
0905160,162,WINCHESTER SCHOOL DISTRICT,WINSTED,CT,06098,1228,#REF!,Open,06098,,,,,,,,,,,,,,,,,,,,,,,,
0905190,163,WINDHAM SCHOOL DISTRICT,WILLIMANTIC,CT,06226,2202,#REF!,Open,06226,,,,,,,,,,,,,,,,,,,,,,,,
0905250,165,WINDSOR LOCKS SCHOOL DISTRICT,WINDSOR LOCKS,CT,06096,2399,#REF!,Open,06096,,,,,,,,,,,,,,,,,,,,,,,,
0905220,164,WINDSOR SCHOOL DISTRICT,WINDSOR,CT,06095,0010,#REF!,Open,06095,,,,,,,,,,,,,,,,,,,,,,,,
0905280,166,WOLCOTT SCHOOL DISTRICT,WOLCOTT,CT,06716,2035,#REF!,Open,06716,,,,,,,,,,,,,,,,,,,,,,,,
0905310,167,WOODBRIDGE SCHOOL DISTRICT,WOODBRIDGE,CT,06525,2099,#REF!,Open,06525,,,,,,,,,,,,,,,,,,,,,,,,
0905373,903,WOODSTOCK ACADEMY,WOODSTOCK,CT,06281,2303,#REF!,Open,06281,,,,,,,,,,,,,,,,,,,,,,,,
0905370,169,WOODSTOCK SCHOOL DISTRICT,WOODSTOCK,CT,06281,3009,#REF!,Open,06281,,,,,,,,,,,,,,,,,,,,,,,,
