,District name,OutcomeRatePct
946,Wallingford School District,65.147729
947,Wallingford School District,68.464678
948,Waterbury School District,57.102722
949,Waterbury School District,58.469014
950,Waterbury School District,59.116736
951,Waterbury School District,60.170209
952,Waterbury School District,51.236296
953,Waterbury School District,53.619392
954,Waterbury School District,55.974756
955,Waterbury School District,58.211567
956,Waterbury School District,46.417466
957,Waterbury School District,64.211033
958,Waterbury School District,55.822865
959,Waterbury School District,71.637231
960,Waterbury School District,52.789296
961,Waterbury School District,66.535217
962,Waterbury School District,51.494968
963,Waterbury School District,45.033064
964,Waterbury School District,53.487541
965,Waterbury School District,48.330488
966,Waterbury School District,63.543779
967,Waterbury School District,74.764647
968,Waterbury School District,53.987396
969,Waterbury School District,58.255133
970,Waterbury School District,61.275596
971,Waterbury School District,73.522053
972,Waterbury School District,65.195592
973,Waterbury School District,59.344318
974,Waterbury School District,49.496802
975,Waterbury School District,47.785805
976,Waterbury School District,49.272684
977,Waterford School District,64.67568
978,Waterford School District,71.943551
979,Waterford School District,70.439827
980,Waterford School District,65.697893
981,Waterford School District,77.998746
982,Watertown School District,63.910285
983,Watertown School District,46.037908
984,Watertown School District,67.291987
985,Watertown School District,63.437977
986,Watertown School District,72.015271
987,Westbrook School District,72.077476
988,Westbrook School District,80.118691
989,Westbrook School District,83.704338
990,West Hartford School District,77.306788
991,West Hartford School District,72.003738
992,West Hartford School District,70.37183
993,West Hartford School District,74.87277
994,West Hartford School District,64.695168
995,West Hartford School District,75.751948
996,West Hartford School District,65.05094
997,West Hartford School District,78.370769
998,West Hartford School District,64.747812
999,West Hartford School District,74.430064
1000,West Hartford School District,73.49547
1001,West Hartford School District,63.020037
1002,West Hartford School District,67.719003
1003,West Hartford School District,71.081789
1004,West Hartford School District,69.30871
1005,West Hartford School District,64.400019
1006,West Haven School District,72.343279
1007,West Haven School District,63.068716
1008,West Haven School District,86.939028
1009,West Haven School District,69.141014
1010,West Haven School District,56.121629
1011,West Haven School District,63.81463
1012,West Haven School District,79.632475
1013,West Haven School District,66.497162
1014,West Haven School District,63.227634
1015,Weston School District,57.759433
1016,Weston School District,96.007845
1017,Weston School District,83.231066
1018,Weston School District,77.421079
1019,Westport School District,67.403778
1020,Westport School District,85.905535
1021,Westport School District,72.094192
1022,Westport School District,78.067126
1023,Westport School District,79.45604
1024,Westport School District,77.731634
1025,Westport School District,82.04667
1026,Westport School District,86.868627
1027,Wethersfield School District,74.860001
1028,Wethersfield School District,72.361566
1029,Wethersfield School District,69.110446
1030,Wethersfield School District,71.169941
1031,Wethersfield School District,62.555992
1032,Wethersfield School District,60.86327
1033,Wethersfield School District,71.788424
1034,Willington School District,61.817442
1035,Willington School District,66.91645
1036,Wilton School District,85.420522
1037,Wilton School District,82.99917
1038,Wilton School District,67.108261
1039,Wilton School District,92.512802
1040,Winchester School District,14.950448
1041,Winchester School District,58.188619
1042,Windham School District,63.954741
1043,Windham School District,59.229636
1044,Windham School District,64.649882
1045,Windham School District,62.449148
1046,Windham School District,52.370151
1047,Windham School District,51.161642
1048,Windham School District,50.471717
1049,Windsor School District,63.771915
1050,Windsor School District,64.616077
1051,Windsor School District,16.049383
1052,Windsor School District,48.984688
1053,Windsor School District,62.461386
1054,Windsor School District,67.808043
1055,Windsor Locks School District,55.861043
1056,Windsor Locks School District,69.019375
1057,Windsor Locks School District,69.75127
1058,Windsor Locks School District,62.272392
1059,Wolcott School District,79.909015
1060,Wolcott School District,73.397705
1061,Wolcott School District,67.353468
1062,Wolcott School District,77.510074
1063,Wolcott School District,69.022838
1064,Woodbridge School District,82.256107
1065,Woodstock School District,78.52768
1066,Woodstock School District,72.885087
1067,Regional School District 01,68.509901
1068,Regional School District 04,57.720163
1069,Regional School District 04,75.067046
1070,Regional School District 05,75.038831
1071,Regional School District 05,76.287497
1072,Regional School District 05,82.947115
1073,Regional School District 06,80.913334
1074,Regional School District 06,78.450349
1075,Regional School District 06,72.109214
1076,Regional School District 06,70.513711
1077,Regional School District 06,72.380952
1078,Regional School District 07,81.288139
1079,Regional School District 07,78.218458
1080,Regional School District 08,76.982492
1081,Regional School District 08,62.348435
1082,Regional School District 09,85.722174
1083,Regional School District 10,75.90533
1084,Regional School District 10,81.810163
1085,Regional School District 10,77.824934
1086,Regional School District 10,76.992927
1087,Regional School District 11,64.500593
1088,Regional School District 12,92.108108
1089,Regional School District 12,75.086977
1090,Regional School District 12,71.180318
1091,Regional School District 12,82.33173
1092,Regional School District 13,77.571505
1093,Regional School District 13,69.297217
1094,Regional School District 13,63.753501
1095,Regional School District 13,80.773123
1096,Regional School District 13,76.746022
1097,Regional School District 14,75.124609
1098,Regional School District 14,78.121917
1099,Regional School District 14,77.310546
1100,Regional School District 14,70.323441
1101,Regional School District 15,79.069367
1102,Regional School District 15,80.143511
1103,Regional School District 15,63.044894
1104,Regional School District 15,82.594095
1105,Regional School District 15,78.301161
1106,Regional School District 15,78.682108
1107,Regional School District 15,64.991257
1108,Regional School District 16,79.761575
1109,Regional School District 16,72.885235
1110,Regional School District 16,77.6548
1111,Regional School District 16,81.088239
1112,Regional School District 17,90.684373
1113,Regional School District 17,82.539063
1114,Regional School District 17,80.544403
1115,Regional School District 17,74.120352
1116,Regional School District 17,81.441077
1117,Regional School District 18,83.890064
1118,Regional School District 18,91.499727
1119,Regional School District 18,76.271898
1120,Regional School District 18,69.967736
1121,Regional School District 19,76.527481
1122,Goodwin University Educational Services (GUES),61.267069
1123,Goodwin University Educational Services (GUES),44.643162
1124,Capitol Region Education Council,58.987891
1125,Capitol Region Education Council,58.467809
1126,Capitol Region Education Council,60.485452
1127,Capitol Region Education Council,50.160907
1128,Capitol Region Education Council,59.375813
1129,Capitol Region Education Council,55.806464
1130,Capitol Region Education Council,61.860401
1131,Capitol Region Education Council,49.392249
1132,Capitol Region Education Council,63.578366
1133,Capitol Region Education Council,56.911265
1134,Capitol Region Education Council,61.469603
1135,Capitol Region Education Council,57.844351
1136,Capitol Region Education Council,52.289952
1137,Capitol Region Education Council,59.810549
1138,Capitol Region Education Council,59.471256
1139,Cooperative Educational Services,63.946969
1140,Area Cooperative Educational Services,57.611121
1141,Area Cooperative Educational Services,0.0
1142,Area Cooperative Educational Services,47.769562
1143,Learn,82.353514
1144,Learn,58.753367
1145,Learn,0.0
1146,Learn,77.467642
1147,Eastern Connecticut Regional Educational Service Center (EASTCONN),60.452939
1148,Eastern Connecticut Regional Educational Service Center (EASTCONN),61.609635
1149,Jumoke Academy District,50.320809
1150,Odyssey Community School District,72.696562
1151,Integrated Day Charter School District,67.67302
1152,Interdistrict School for Arts and Comm District,65.516825
1153,Common Ground High School District,58.735848
1154,The Bridge Academy District,63.35492
1155,Side By Side Charter School District,72.43936
1156,Explorations District,50.247651
1157,Amistad Academy District,65.402697
1158,New Beginnings Inc Family Academy District,48.413033
1159,Park City Prep Charter School District,71.017597
1160,Achievement First Bridgeport Academy District,66.776137
1161,Highville Charter School District,47.776621
1162,Achievement First Hartford Academy District,56.391478
1163,Elm City College Preparatory School District,63.208996
1164,Brass City Charter School District,57.453132
1165,Elm City Montessori School District,62.757269
1166,Great Oaks Charter School District,54.45238
1167,Booker T. Washington Academy District,59.830702
1168,Stamford Charter School for Excellence District,76.175198
1169,Capital Preparatory Harbor School District,66.103758
1170,Unified School District #1,0.0
1171,Unified School District #1,0.0
1172,Unified School District #1,0.0
1173,Unified School District #1,0.0
1174,Unified School District #1,0.0
1175,Unified School District #1,0.0
1176,Unified School District #1,33.083532
1177,Unified School District #1,0.0
1178,Unified School District #1,0.0
1179,Unified School District #2,100.0
1180,Unified School District #2,33.333333
1181,Connecticut Technical Education and Career System,53.681297
1182,Connecticut Technical Education and Career System,59.033398
1183,Connecticut Technical Education and Career System,59.874699
1184,Connecticut Technical Education and Career System,55.723847
1185,Connecticut Technical Education and Career System,64.31752
1186,Connecticut Technical Education and Career System,63.062316
1187,Connecticut Technical Education and Career System,62.983946
1188,Connecticut Technical Education and Career System,62.474019
1189,Connecticut Technical Education and Career System,70.314778
1190,Connecticut Technical Education and Career System,55.737542
1191,Connecticut Technical Education and Career System,56.865421
1192,Connecticut Technical Education and Career System,68.523011
1193,Connecticut Technical Education and Career System,62.942684
1194,Connecticut Technical Education and Career System,58.142166
1195,Connecticut Technical Education and Career System,60.379248
1196,Connecticut Technical Education and Career System,71.69995
1197,Connecticut Technical Education and Career System,66.280067
1198,Norwich Free Academy District,63.271023
1199,The Gilbert School District,61.324493
1200,The Woodstock Academy District,72.663022
1201,State of Connecticut,69.3
